id,imdb_id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
395713,tt0007107,The Mysteries of Myra,The Mysteries of Myra,en,"Myra Maynard's family is cursed by the devil-worshipping Black Order and she is marked for death by black magic on the eve of her eighteenth birthday. Dr. Payson Alden, the movies' first psychic detective, uses science to try and defeat the cult's evil spells, and is assisted by his friend Haji, a Hindu mystic. During the course of the 15 episodes of the serial, the clairvoyant Myra is assaulted by, among other supernatural menaces, astral demons, a fire elemental, even a ""thought monster"" brought to life by the malicious will of fifteen men, Levitation, crystal balls, automatic writing, mediums, witchcraft, a golden idol come to life, and many more bizarre elements which made movie history also figure into the story to make this a truly fascinating series that you will not want to miss. (mysteriesofmyra.com)",,1916-04-24,/xYmxlkgDzJkQlPsHYPrkpARDAVS.jpg,0.2442,1,6.0,0,0,310,Released,False,/4O13OdVixGbNmy9FbSJv0sGXBLz.jpg,"Horror, Mystery",,
409133,tt0223727,"Mercy, the Mummy Mumbled","Mercy, the Mummy Mumbled",en,"Mercy, the Mummy Mumbled pokes fun at both mad scientists and the Egyptian mummy craze that followed the discovery of King Tut's tomb early in the 20th century. A young man wooing the daughter of a scientist hatches a get rich quick scheme when he spots a classified ad searching for ""a mummy for experimental purposes."" While he wraps up a phony for the scientist, two Egyptian agents (outfitted in a crazy mix of ancient fashion and modern style) tracking stolen relics get tangled in the confusion.",,1918-01-01,/pnTybpNXTTnNRSJLypFRtMagZcY.jpg,0.2844,18,6.4,0,0,11,Released,False,/kTMvvx4aJmyI2z5eN33xQnZTgNg.jpg,"Comedy, Horror",,
418805,tt0160056,The Black Stork,The Black Stork,en,"A young man and woman are considering marriage; eugenicist Harry J Haiselden warns that they are ill-matched and will produce defective offspring. He is right; their baby is born defective, dies quickly and floats into heaven.","Kill defectives, save the nation and see 'The Black Stork'.",1917-02-28,/k9V2q9F5C9gyzlb0nXdyL0BsyuN.jpg,0.1857,3,6.0,0,0,85,Released,False,,"Drama, Horror",,
439404,tt2308713,Heba The Snake Woman,Heba The Snake Woman,en,An Aztec princess changes into a snake and kills a doctor.,,1915-08-01,,0.0968,0,0,0,0,16,Released,False,,Horror,,
447385,tt0003869,The Dream Woman,The Dream Woman,en,"In this story the hero is haunted by a beautiful young woman who tries to stab him to death with a knife. This fantasy recurs on each of his birthdays, becoming more and more real as the years go on. He leaves home to secure a place as groom, but arrives at his destination too late. Forced to retrace his steps, he seeks shelter in a little inn, forgetting that the hour of his birth is approaching. In the middle of the night he awakens, terrified with fright… Based on Wilkie Collins' novel “The Dream Woman”.",,1914-03-01,/heEqX0kBiJvTyBkLSbdb9Nmxbfc.jpg,0.2143,0,0,0,0,44,Released,False,,"Drama, Horror, Mystery",,
455141,tt0821127,A Catastrophe in Hester Street,A Catastrophe in Hester Street,en,"Two workers leave boxes of explosives with a push cart street vendor while they visit a bar. They return drunk and accidentally drop a box of nitro powder, causing an explosion that wrecks the block and blows off the vendor’s arm. A policeman shows up to the carnage and tries to replace the vendor’s arm with a severed leg.",,1904-01-12,/ceEO7CzdUUJoeh6K89vh4dyIjFY.jpg,0.6618,2,6.0,0,0,2,Released,False,,"Comedy, Action, Horror",,
482646,tt0000178,The Cavalier's Dream,The Cavalier's Dream,en,"He sits asleep at a bare table; old witch enters, raps three times, then disappears; cavalier sees table spread for a sumptuous repast. Mephistopheles appears; then the old witch, who suddenly changes to a beautiful young girl. The changes and magical appearances are startling and instantaneous.",,1898-12-22,/xxz57yyy2Q67OcPQcwBBc5kKqmz.jpg,0.3354,17,4.5,0,0,1,Released,False,,"Horror, Fantasy",,
484219,tt0230955,A Visit to the Spiritualist,A Visit to the Spiritualist,en,A countryman goes to see a spiritualist and is frightened by what he sees.,,1899-12-01,/vfnLo133Mq8M4SXZOaWAhMVFgX7.jpg,0.0986,1,7.0,0,0,1,Released,False,,Horror,,
486773,tt0242107,The Vengeance of Egypt,The Vengeance of Egypt,en,A stolen mummy's ring brings death to all who acquire it until it is returned to its owner.,,1912-10-01,/z9EgM4SYDKlIhfMpKEnug1l1qM9.jpg,0.1195,1,10.0,0,0,0,Released,False,/sQyVagu8MLeAbBJB9FLwgaedJMd.jpg,"Drama, Horror",,
493044,tt0005120,"Colonel Heeza Liar, Ghost Breaker","Colonel Heeza Liar, Ghost Breaker",en,"In this latest exploit of the inimitable little colonel, he goes upon a ghost hunt – but the hunter becomes the hunted.",,1915-02-06,/dIXeYEv9Y3S0MSJMclw7QTJg5Lo.jpg,0.3358,0,0,0,0,9,Released,False,,"Fantasy, Animation, Comedy, Horror",,
