id,title,year,source,stem,file_path,rek_labels,rek_top,rek_top_conf,rek_weapon,rek_animal,rek_person,rek_water,rek_fire,rek_silhouette,rek_n_boxes,rek_bright,rek_sharp,rek_contrast,rek_colors,latency_s,error
10973,Creature from the Black Lagoon,1954,variant,1l9WBRnmmxGelEbN4c8fWb7MMHs,posters_multi/10973/1l9WBRnmmxGelEbN4c8fWb7MMHs.jpg,Water:0.98|Outdoors:0.98|Nature:0.98|Adult:0.93|Male:0.93|Man:0.93|Person:0.93|Sea:0.84|Animal:0.66|Bird:0.66,Water,0.9843,0.0,0.6633,0.9268,0.9843,0.0,0.0,11,46.19,79.05,84.42,#000000:47.9|#008b8b:17.7|#2f4f4f:14.8|#8fbc8f:9.0|#d2691e:5.7,0.726,
10973,Creature from the Black Lagoon,1954,variant,8RxuZ1J8ZHj37AUm9yFV9FaAcYv,posters_multi/10973/8RxuZ1J8ZHj37AUm9yFV9FaAcYv.jpg,Water:0.99|Person:0.97|Outdoors:0.97|Nature:0.97|Sea:0.88|Adult:0.84|Male:0.84|Man:0.84|Animal:0.67|Bird:0.67,Water,0.9868,0.0,0.6741,0.9706,0.9868,0.0,0.0,8,55.33,81.78,87.81,#000000:38.5|#2f4f4f:23.5|#808080:14.1|#c0c0c0:13.4|#d2691e:5.3,0.649,
10973,Creature from the Black Lagoon,1954,variant,aGM3tYt0r2NO4Uc8dNEbAMhXeEk,posters_multi/10973/aGM3tYt0r2NO4Uc8dNEbAMhXeEk.jpg,Book:1.00|Publication:1.00|Person:0.98|Adult:0.97|Female:0.97|Woman:0.97|Advertisement:0.97|Head:0.68|Poster:0.65|Face:0.60,Book,0.9997,0.0,0.5589,0.9775,0.5318,0.0,0.0,9,70.67,88.26,85.69,#000000:22.1|#2f4f4f:21.5|#008b8b:20.8|#bdb76b:11.3|#ffebcd:8.3,0.8,
10973,Creature from the Black Lagoon,1954,variant,euCzA2Exc70MpTDCVYih8tdE7z1,posters_multi/10973/euCzA2Exc70MpTDCVYih8tdE7z1.jpg,Book:1.00|Publication:1.00|Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Male:0.95|Man:0.95|Glove:0.92|Advertisement:0.85,Book,0.9998,0.0,0.5469,0.9813,0.0,0.0,0.0,11,60.96,94.33,90.9,#000000:34.0|#2f4f4f:22.0|#2e8b57:15.3|#c0c0c0:11.2|#dcdcdc:8.9,1.075,
10973,Creature from the Black Lagoon,1954,variant,m1rYabOFfDPEKtftsf1Ys5PSmkp,posters_multi/10973/m1rYabOFfDPEKtftsf1Ys5PSmkp.jpg,Water:0.98|Outdoors:0.97|Nature:0.97|Person:0.96|Adult:0.88|Male:0.88|Man:0.88|Sea:0.80|Electronics:0.67|Hardware:0.67,Water,0.9825,0.0,0.5675,0.964,0.9825,0.0,0.0,8,50.79,76.81,80.12,#000000:43.4|#2f4f4f:27.0|#808080:12.7|#8fbc8f:6.6|#556b2f:3.8,0.755,
10973,Creature from the Black Lagoon,1954,variant,mOEo3VAJEcfqcVk6isxG9yEj428,posters_multi/10973/mOEo3VAJEcfqcVk6isxG9yEj428.jpg,Adult:0.93|Female:0.93|Person:0.93|Woman:0.93|Bride:0.86|Publication:0.68|Animal:0.64|Book:0.63|Water:0.62|Crocodile:0.62,Adult,0.9339,0.0,0.6359,0.9339,0.6191,0.0,0.0,11,75.23,93.85,91.61,#2f4f4f:21.4|#808080:21.4|#000000:14.3|#a9a9a9:14.3|#c0c0c0:14.3,0.543,
10987,Halloween: The Curse of Michael Myers,1995,variant,lepPd0SRf4CEEYzuoUsyFA1egHE,posters_multi/10987/lepPd0SRf4CEEYzuoUsyFA1egHE.jpg,Advertisement:1.00|Poster:1.00|Adult:0.97|Male:0.97|Man:0.97|Person:0.97|Book:0.96|Publication:0.96|Blade:0.86|Weapon:0.86,Advertisement,0.9999,0.8558,0.0,0.9704,0.0,0.0,0.0,8,24.45,76.66,80.16,#000000:79.0|#00bfff:6.8|#2f4f4f:5.2|#4682b4:3.5|#f4a460:3.2,0.672,
10987,Halloween: The Curse of Michael Myers,1995,variant,noCnM8nEI2bEDSdKHh0RKbwBwbC,posters_multi/10987/noCnM8nEI2bEDSdKHh0RKbwBwbC.jpg,Advertisement:0.99|Blade:0.99|Weapon:0.99|Poster:0.97|Adult:0.97|Male:0.97|Man:0.97|Person:0.97|Dagger:0.92|Knife:0.92,Advertisement,0.9929,0.9869,0.0,0.9665,0.0,0.0,0.514,4,0.61,78.95,87.03,#000000:75.8|#87ceeb:7.0|#1e90ff:4.3|#4169e1:4.0|#2f4f4f:3.8,0.535,
10988,Diabolique,1996,variant,3sar6ubmUS8I4IGpJYxx9FcgutN,posters_multi/10988/3sar6ubmUS8I4IGpJYxx9FcgutN.jpg,Book:1.00|Publication:1.00|Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Advertisement:0.99|Face:0.99|Head:0.99|Photography:0.99,Book,0.9996,0.0,0.0,0.9956,0.0,0.0,0.0,8,0.0,42.16,81.75,#000000:80.9|#2f4f4f:6.4|#a0522d:4.6|#e9967a:3.0|#800000:3.0,0.407,
10988,Diabolique,1996,variant,zSW4A35r7Vpz0ainYJGb2QVwCh0,posters_multi/10988/zSW4A35r7Vpz0ainYJGb2QVwCh0.jpg,Book:1.00|Publication:1.00|Advertisement:0.97|Adult:0.97|Female:0.97|Person:0.97|Woman:0.97|Face:0.96|Head:0.96|Photography:0.96,Book,1.0,0.0,0.5319,0.9663,0.0,0.0,0.0,6,0.66,75.31,86.47,#000000:75.2|#a0522d:6.6|#cd853f:6.1|#2f4f4f:4.4|#c0c0c0:3.8,0.434,
11015,The Relic,1997,variant,3MpMbZTrXp6ccrir16nV7YTJ4vx,posters_multi/11015/3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg,Book:1.00|Publication:1.00|Person:0.93|Hand:0.57|Logo:0.55|Novel:0.55|Advertisement:0.55|Poster:0.55|Concert:0.55|Electronics:0.54,Book,0.9982,0.0,0.5301,0.9264,0.0,0.0,0.0,1,57.13,21.66,71.56,#000000:41.5|#b22222:39.7|#8b0000:11.7|#800000:6.0|#dcdcdc:0.5,0.457,
11015,The Relic,1997,variant,fAG4nKPUWEIwGBpP38H64GGV8kl,posters_multi/11015/fAG4nKPUWEIwGBpP38H64GGV8kl.jpg,Photography:0.96|Book:0.95|Publication:0.95|Person:0.71|Night:0.66|Outdoors:0.66|Landmark:0.56|Planetarium:0.55|Novel:0.55|Indoors:0.54,Photography,0.9612,0.0,0.0,0.7086,0.0,0.0,0.5213,1,2.97,24.55,27.84,#000000:92.4|#b22222:2.4|#191970:1.9|#800000:1.6|#8b0000:1.0,0.759,
11026,Exorcist: The Beginning,2004,variant,4b7Mhc4HZN7XzMMLukaQ9C0x1Dx,posters_multi/11026/4b7Mhc4HZN7XzMMLukaQ9C0x1Dx.jpg,Cross:1.00|Symbol:1.00|Lighting:1.00|Book:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Bride:0.80,Cross,0.999,0.0,0.0,0.9915,0.0,0.0,0.0,9,46.07,78.44,85.58,#800000:37.5|#000000:28.9|#a0522d:12.1|#8b4513:11.0|#d2b48c:5.8,0.424,
11026,Exorcist: The Beginning,2004,variant,phXWlfOuTxzOnO96BNZ8CiSJqZk,posters_multi/11026/phXWlfOuTxzOnO96BNZ8CiSJqZk.jpg,Cross:1.00|Symbol:1.00|Lighting:1.00|Adult:0.96|Male:0.96|Man:0.96|Person:0.96|Publication:0.73|Dagger:0.71|Book:0.68,Cross,0.9998,0.7125,0.0,0.9648,0.0,0.0,0.0,5,21.41,34.96,82.41,#000000:59.0|#800000:22.0|#8b4513:7.9|#bdb76b:6.9|#8b0000:2.4,0.567,
11056,Darkness,2002,variant,e7Y1syIbxcG5Xb2tByPOIz2NhZL,posters_multi/11056/e7Y1syIbxcG5Xb2tByPOIz2NhZL.jpg,Book:1.00|Publication:1.00|Face:0.99|Head:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Novel:0.81|Hand:0.72|Finger:0.57,Book,1.0,0.0,0.5324,0.9915,0.0,0.0,0.5495,2,0.0,28.39,67.03,#000000:93.7|#e9967a:2.1|#800000:1.2|#2f4f4f:1.2|#a0522d:0.7,0.603,
11056,Darkness,2002,variant,exr5xYRHbj200Y3SxMDGfcT6zla,posters_multi/11056/exr5xYRHbj200Y3SxMDGfcT6zla.jpg,Advertisement:1.00|Poster:1.00|Adult:0.97|Female:0.97|Person:0.97|Woman:0.97|Face:0.97|Head:0.97|Portrait:0.97|Male:0.94,Advertisement,0.9997,0.0,0.0,0.972,0.0,0.0,0.5626,15,0.66,49.99,92.14,#000000:69.9|#dcdcdc:8.3|#a52a2a:8.2|#800000:6.7|#db7093:3.7,0.53,
11059,House of the Dead,2003,variant,jmRjnbrcP85xV6LBtsVTM1BVOxM,posters_multi/11059/jmRjnbrcP85xV6LBtsVTM1BVOxM.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.95|Male:0.95|Man:0.95|Advertisement:0.76|Text:0.70,Face,0.9998,0.0,0.0,0.9998,0.0,0.0,0.0,5,0.0,24.81,28.26,#000000:92.1|#800000:4.9|#b22222:3.0,0.63,
11059,House of the Dead,2003,variant,lI6UBnxwHztggSq8PhLibdOe2Nd,posters_multi/11059/lI6UBnxwHztggSq8PhLibdOe2Nd.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Hand:0.94|Adult:0.93|Male:0.93|Man:0.93|Alien:0.89,Face,0.9996,0.0,0.5483,0.9996,0.0,0.0,0.0,4,0.0,25.21,46.93,#000000:86.4|#800000:5.0|#b22222:4.1|#dc143c:4.1|#a52a2a:0.5,0.485,
11069,Tremors 2: Aftershocks,1996,variant,hvBYCgG62Fk8cYIsUtrfP5iw3K8,posters_multi/11069/hvBYCgG62Fk8cYIsUtrfP5iw3K8.jpg,Hunting:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Hat:0.98|Gun:0.95|Weapon:0.95|Glove:0.88|Photography:0.87,Hunting,0.9952,0.9521,0.0,0.994,0.0,0.0,0.0,22,70.58,79.41,85.81,#000000:31.5|#cd853f:15.8|#ff6347:13.2|#daa520:11.6|#808080:10.8,0.598,
11069,Tremors 2: Aftershocks,1996,variant,meIuuXHhuDg1iUVOp8fr14XOXR1,posters_multi/11069/meIuuXHhuDg1iUVOp8fr14XOXR1.jpg,Adult:0.97|Male:0.97|Man:0.97|Person:0.97|License Plate:0.95|Vehicle:0.95|Hunting:0.95|Gun:0.78|Nature:0.73|Outdoors:0.73,Adult,0.9707,0.7798,0.0,0.9707,0.0,0.5659,0.0,16,48.84,78.16,88.29,#000000:48.7|#daa520:18.1|#d2691e:13.6|#8b4513:7.9|#2f4f4f:7.4,0.522,
11133,Poltergeist II: The Other Side,1986,variant,n85IZOC8R27TK5T5YaiwCtpvjv7,posters_multi/11133/n85IZOC8R27TK5T5YaiwCtpvjv7.jpg,Adult:0.89|Female:0.89|Person:0.89|Woman:0.89|Photography:0.88|Portrait:0.68|Smoke Pipe:0.60|Advertisement:0.58|Bag:0.57|Handbag:0.57,Adult,0.8946,0.0,0.0,0.8946,0.0,0.0,0.0,5,0.0,79.78,84.64,#000000:82.6|#a9a9a9:5.9|#808080:3.9|#2f4f4f:3.7|#696969:2.2,0.548,
11133,Poltergeist II: The Other Side,1986,variant,tVQPv69XWIgzF5n1MRrTuhPyNr5,posters_multi/11133/tVQPv69XWIgzF5n1MRrTuhPyNr5.jpg,Child:0.94|Female:0.94|Girl:0.94|Person:0.94|Face:0.88|Head:0.88|Photography:0.88|Portrait:0.88|Advertisement:0.87|Performer:0.72,Child,0.9383,0.0,0.0,0.9383,0.0,0.0,0.0,4,0.66,77.84,80.47,#000000:91.3|#c0c0c0:2.2|#2f4f4f:2.0|#696969:1.8|#808080:1.6,0.434,
11152,The Ruins,2008,variant,6HpicbiT7xmlMjQXOSCeNoLZGpf,posters_multi/11152/6HpicbiT7xmlMjQXOSCeNoLZGpf.jpg,Advertisement:0.96|Book:0.92|Publication:0.92|Adult:0.88|Male:0.88|Man:0.88|Person:0.88|Poster:0.83|Nature:0.78|Outdoors:0.78,Advertisement,0.963,0.0,0.5251,0.8759,0.0,0.5253,0.0,4,46.41,75.13,89.14,#000000:35.4|#2f4f4f:33.1|#a9a9a9:18.3|#c0c0c0:5.9|#696969:4.7,0.535,
11152,The Ruins,2008,variant,dWkmWNqbSeVDSEugcnJ8CZrxRso,posters_multi/11152/dWkmWNqbSeVDSEugcnJ8CZrxRso.jpg,Advertisement:1.00|Poster:1.00|Book:1.00|Publication:1.00|Adult:0.96|Male:0.96|Man:0.96|Person:0.96|Nature:0.78|Outdoors:0.78,Advertisement,0.9981,0.0,0.0,0.9606,0.0,0.0,0.0,4,45.26,76.59,85.01,#000000:39.0|#2f4f4f:32.9|#008080:12.4|#c0c0c0:9.2|#ff4500:3.6,0.793,
11167,Peeping Tom,1960,variant,rrjg1LQ0C6yBfdguQuTPTWuSP6,posters_multi/11167/rrjg1LQ0C6yBfdguQuTPTWuSP6.jpg,Advertisement:1.00|Poster:1.00|Book:1.00|Publication:1.00|Comics:0.98|Adult:0.97|Male:0.97|Man:0.97|Person:0.97|Tiger:0.75,Advertisement,0.9987,0.0,0.5563,0.9682,0.0,0.0,0.0,9,8.79,92.07,94.32,#000000:56.1|#c0c0c0:17.2|#2f4f4f:9.4|#ffd700:7.1|#800000:6.4,0.677,
11167,Peeping Tom,1960,variant,u36rFrXW7XethWpiEWbRjzfgOc,posters_multi/11167/u36rFrXW7XethWpiEWbRjzfgOc.jpg,Book:1.00|Publication:1.00|Adult:0.99|Male:0.99|Man:0.99|Person:0.99|Face:0.93|Head:0.93|Photography:0.93|Portrait:0.93,Book,0.9999,0.0,0.0,0.9901,0.0,0.0,0.0,8,22.79,77.85,80.23,#000000:62.9|#800000:14.9|#191970:13.0|#ffd700:5.6|#a9a9a9:1.3,0.738,
11186,Child's Play 2,1990,variant,2tPQbPQeHEYAGoXFSW61IWNmoce,posters_multi/11186/2tPQbPQeHEYAGoXFSW61IWNmoce.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Advertisement:1.00|Poster:0.99|Adult:0.99|Female:0.99|Woman:0.99,Face,0.9999,0.8086,0.0,0.9999,0.0,0.0,0.0,5,0.0,82.13,88.81,#000000:74.4|#dcdcdc:7.2|#800000:6.1|#a0522d:6.1|#2f4f4f:4.0,0.675,
11186,Child's Play 2,1990,variant,4RKg8qQ6r9v0VDe4pK9JjKc9P0c,posters_multi/11186/4RKg8qQ6r9v0VDe4pK9JjKc9P0c.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Baby:0.96|Advertisement:0.95|Poster:0.84|Blade:0.76|Dagger:0.76,Face,0.9986,0.7608,0.0,0.9986,0.0,0.0,0.0,3,0.42,80.99,86.86,#000000:77.0|#a0522d:6.8|#dcdcdc:6.6|#800000:6.5|#191970:1.6,0.585,
11186,Child's Play 2,1990,variant,dtqBj85xsvrnpejBNrikyArmuMU,posters_multi/11186/dtqBj85xsvrnpejBNrikyArmuMU.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Baby:0.88|Performer:0.75|Scissors:0.72|Clown:0.58|Finger:0.58,Face,0.9986,0.5601,0.0,0.9986,0.0,0.0,0.0,3,0.0,77.1,83.06,#000000:85.5|#a0522d:4.2|#dcdcdc:3.9|#2f4f4f:1.8|#800000:1.8,0.764,
11186,Child's Play 2,1990,variant,pra4bhucAmBJHcmunW30ysniiEc,posters_multi/11186/pra4bhucAmBJHcmunW30ysniiEc.jpg,Advertisement:1.00|Poster:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Scissors:0.88|Book:0.63|Publication:0.63|Blade:0.57,Advertisement,1.0,0.5712,0.0,0.9878,0.0,0.0,0.0,6,6.56,91.08,92.1,#000000:60.4|#c0c0c0:11.1|#696969:7.6|#2f4f4f:6.5|#191970:4.9,0.893,
11186,Child's Play 2,1990,variant,rRxEcZpVANalUYwQ6SX7AqmGBvA,posters_multi/11186/rRxEcZpVANalUYwQ6SX7AqmGBvA.jpg,Baby:0.99|Person:0.99|Photography:0.97|Portrait:0.97|Advertisement:0.93|Poster:0.87|Spoon:0.84|Scissors:0.67|Robot:0.58|Toy:0.58,Baby,0.9856,0.0,0.0,0.9856,0.0,0.0,0.0,4,2.0,86.93,90.17,#000000:70.7|#800000:10.4|#dcdcdc:9.4|#191970:3.8|#8b4513:2.6,0.766,
11187,Child's Play 3,1991,variant,6toMk9OCuDYEEf733Bzlq3yiw3z,posters_multi/11187/6toMk9OCuDYEEf733Bzlq3yiw3z.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Advertisement:1.00|Poster:1.00|Baby:0.99|Book:0.82|Comics:0.82,Face,0.9996,0.0,0.559,0.9996,0.0,0.0,0.0,2,19.65,79.94,95.07,#000000:57.9|#800000:9.1|#ffb6c1:8.6|#dcdcdc:8.6|#fa8072:7.7,0.767,
11187,Child's Play 3,1991,variant,rHUOQShfzQTdE625cqwZoIOTvik,posters_multi/11187/rHUOQShfzQTdE625cqwZoIOTvik.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Book:0.99|Publication:0.99|Baby:0.99|Comics:0.75|Advertisement:0.58,Face,1.0,0.0,0.5391,1.0,0.0,0.0,0.0,2,5.22,71.99,93.82,#000000:62.8|#ffb6c1:13.4|#a52a2a:9.1|#e9967a:9.0|#800000:3.0,0.635,
11206,Wait Until Dark,1967,variant,8WJOL49WakZcV3JIcIyl8vYq3mw,posters_multi/11206/8WJOL49WakZcV3JIcIyl8vYq3mw.jpg,Advertisement:1.00|Poster:1.00|Lighting:0.99|Face:0.96|Head:0.96|Person:0.96|Photography:0.96|Portrait:0.96|Dagger:0.76|Blackboard:0.70,Advertisement,0.9998,0.7645,0.0,0.9618,0.0,0.0,0.0,3,35.25,81.5,85.35,#000000:51.2|#2f4f4f:29.1|#c0c0c0:6.3|#808080:5.0|#696969:4.6,0.488,
11206,Wait Until Dark,1967,variant,cNW3ewCB52KkxzSE47PcE5Bqvmr,posters_multi/11206/cNW3ewCB52KkxzSE47PcE5Bqvmr.jpg,Face:1.00|Head:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.98|Male:0.98|Man:0.98|Boy:0.97|Teen:0.97,Face,0.9987,0.0,0.0,0.9987,0.0,0.0,0.0,15,47.8,86.35,100.0,#000000:45.7|#ffffff:35.6|#2f4f4f:8.5|#808080:4.0|#a9a9a9:2.7,0.569,
11223,Coma,1978,variant,hNvRSP149tERwJhPGECidST9tdy,posters_multi/11223/hNvRSP149tERwJhPGECidST9tdy.jpg,Adult:0.98|Female:0.98|Person:0.98|Woman:0.98|Baby:0.96|Hospital:0.93|Lighting:0.68|Smoke Pipe:0.63|Patient:0.56|Wildlife:0.55,Adult,0.9752,0.0,0.0,0.9752,0.0,0.0,0.0,9,99.53,90.28,100.0,#ffffff:50.7|#000000:21.1|#2f4f4f:11.8|#bc8f8f:7.6|#c0c0c0:4.8,0.552,
11223,Coma,1978,variant,kNMfXPm1f8OgVYFU4aEhmP9TJzO,posters_multi/11223/kNMfXPm1f8OgVYFU4aEhmP9TJzO.jpg,Baby:0.98|Person:0.98|Toy:0.76|Advertisement:0.67|Art:0.56|Outdoors:0.56|Swing:0.56|Chandelier:0.56|Painting:0.55|Poster:0.55,Baby,0.983,0.0,0.5351,0.983,0.0,0.0,0.0,2,100.0,80.64,100.0,#ffffff:73.0|#000000:17.5|#2f4f4f:3.2|#dcdcdc:2.0|#808080:1.6,0.518,
11237,Anacondas: The Hunt for the Blood Orchid,2004,variant,apAZ6o1SyYgcC8R2LqTCYnBe1lK,posters_multi/11237/apAZ6o1SyYgcC8R2LqTCYnBe1lK.jpg,Jungle:0.99|Outdoors:0.99|Vegetation:0.99|Person:0.99|Photography:0.99|Portrait:0.99|Adult:0.99|Male:0.99|Man:0.99|Bride:0.93,Jungle,0.995,0.7736,0.9155,0.9904,0.0,0.0,0.0,21,47.31,87.08,92.77,#000000:49.4|#c0c0c0:15.7|#2f4f4f:12.4|#808080:10.1|#556b2f:6.8,0.867,
11237,Anacondas: The Hunt for the Blood Orchid,2004,variant,ceMVASYCqV8dcdh20AcWf0lrJ8g,posters_multi/11237/ceMVASYCqV8dcdh20AcWf0lrJ8g.jpg,Jungle:1.00|Vegetation:1.00|Person:1.00|Photography:1.00|Portrait:1.00|Adult:0.99|Male:0.99|Man:0.99|Soil:0.94|Animal:0.93,Jungle,0.9992,0.7175,0.9318,0.9991,0.0,0.0,0.0,16,56.78,82.81,86.03,#2f4f4f:31.7|#000000:27.1|#696969:13.2|#808080:10.4|#c0c0c0:9.9,0.895,
11237,Anacondas: The Hunt for the Blood Orchid,2004,variant,gTlVy3wUApAanIAPdx3yz0YOROD,posters_multi/11237/gTlVy3wUApAanIAPdx3yz0YOROD.jpg,Book:0.97|Publication:0.97|Animal:0.96|Reptile:0.96|Snake:0.96|Person:0.80|Advertisement:0.60|Anaconda:0.58|Poster:0.57|Hand:0.55,Book,0.9699,0.0,0.9588,0.8032,0.0,0.0,0.0,2,1.36,78.76,78.41,#000000:77.3|#2f4f4f:14.2|#696969:4.6|#a9a9a9:2.9|#ffebcd:0.6,0.687,
11237,Anacondas: The Hunt for the Blood Orchid,2004,variant,m0NR923ohGOmGQOiZStXxfwmssR,posters_multi/11237/m0NR923ohGOmGQOiZStXxfwmssR.jpg,Jungle:1.00|Nature:1.00|Outdoors:1.00|Vegetation:1.00|Person:0.99|Photography:0.99|Portrait:0.99|Land:0.99|Anaconda:0.91|Animal:0.91,Jungle,1.0,0.0,0.9145,0.993,0.0,0.0,0.0,12,64.26,85.61,85.79,#2f4f4f:29.2|#808080:20.1|#000000:15.0|#696969:12.2|#dcdcdc:7.5,0.762,
11237,Anacondas: The Hunt for the Blood Orchid,2004,variant,wHxSgOvVoaGOv7wPJMViXQfwHKu,posters_multi/11237/wHxSgOvVoaGOv7wPJMViXQfwHKu.jpg,Person:1.00|Photography:1.00|Portrait:1.00|Jungle:1.00|Vegetation:1.00|Adult:0.99|Male:0.99|Man:0.99|Anaconda:0.94|Animal:0.94,Person,0.9979,0.6729,0.9365,0.9979,0.0,0.0,0.0,20,56.54,82.88,86.01,#2f4f4f:31.7|#000000:27.4|#696969:13.1|#808080:10.2|#c0c0c0:9.7,0.787,
11246,Hellraiser: Hellseeker,2002,variant,c0rgSl2d6j0dL10OM0zKXm6a8Dk,posters_multi/11246/c0rgSl2d6j0dL10OM0zKXm6a8Dk.jpg,Book:1.00|Publication:1.00|Adult:0.96|Bride:0.96|Female:0.96|Person:0.96|Woman:0.96|Face:0.87|Head:0.87|Novel:0.58,Book,0.9997,0.0,0.5623,0.9583,0.0,0.0,0.509,5,0.0,46.9,65.2,#000000:81.0|#800000:10.4|#8b0000:6.6|#c0c0c0:1.6|#2f4f4f:0.5,0.403,
11246,Hellraiser: Hellseeker,2002,variant,fAhsztG9PiDtYFbUZXvUWoLoBP5,posters_multi/11246/fAhsztG9PiDtYFbUZXvUWoLoBP5.jpg,Person:0.97|Face:0.93|Head:0.93|Advertisement:0.57|Poster:0.57|Book:0.56|Publication:0.56|Logo:0.56|Alien:0.53|Invertebrate:0.53,Person,0.9712,0.0,0.5286,0.9712,0.0,0.0,0.0,1,3.28,46.02,56.41,#000000:86.1|#800000:7.9|#b22222:4.3|#dcdcdc:1.0|#a0522d:0.5,0.564,
11246,Hellraiser: Hellseeker,2002,variant,ge4qvedBvuOBgNACtDJK6vGBbSv,posters_multi/11246/ge4qvedBvuOBgNACtDJK6vGBbSv.jpg,Person:0.97|Advertisement:0.96|Poster:0.96|Face:0.87|Head:0.87|Book:0.85|Publication:0.85|Invertebrate:0.55|Spider:0.55|Novel:0.54,Person,0.9684,0.0,0.545,0.9684,0.0,0.0,0.5096,1,18.53,33.42,45.58,#000000:81.4|#800000:9.6|#b22222:7.1|#c0c0c0:1.0|#2f4f4f:0.6,0.595,
11246,Hellraiser: Hellseeker,2002,variant,nFo3rx8pNCRGQkLjBSWxQ6hNL9t,posters_multi/11246/nFo3rx8pNCRGQkLjBSWxQ6hNL9t.jpg,Advertisement:1.00|Poster:1.00|Moon:0.64|Person:0.58|Book:0.56|Publication:0.56|Batman:0.55|Modern Art:0.53|Spider:0.53|Home Decor:0.52,Advertisement,0.9985,0.0,0.5313,0.5838,0.0,0.0,0.0,2,41.04,79.76,80.88,#2f4f4f:44.0|#000000:31.5|#808080:4.9|#dcdcdc:4.2|#800000:3.9,0.77,
11246,Hellraiser: Hellseeker,2002,variant,pLfl70jxxJrEqfzjlsG9kglqJp3,posters_multi/11246/pLfl70jxxJrEqfzjlsG9kglqJp3.jpg,Book:1.00|Publication:1.00|Novel:0.95|Adult:0.95|Bride:0.95|Female:0.95|Person:0.95|Wedding:0.95|Woman:0.95|Face:0.88,Book,1.0,0.0,0.5444,0.9517,0.0,0.0,0.0,5,3.26,75.4,71.78,#000000:77.5|#800000:14.7|#b22222:5.9|#c0c0c0:1.1|#696969:0.8,0.763,
11246,Hellraiser: Hellseeker,2002,variant,r6aaaXLgwp2nuX5tGtisRM5fsHW,posters_multi/11246/r6aaaXLgwp2nuX5tGtisRM5fsHW.jpg,Book:1.00|Publication:1.00|Advertisement:0.98|Poster:0.98|Adult:0.94|Bride:0.94|Female:0.94|Person:0.94|Woman:0.94|Male:0.82,Book,1.0,0.0,0.0,0.9393,0.0,0.0,0.0,9,49.59,79.27,82.05,#000000:38.9|#d2691e:23.4|#8b4513:18.0|#800000:16.8|#dcdcdc:1.9,0.503,
11249,Seed of Chucky,2004,variant,2OgADvByu4bzHjlK0iBy6l4TaU4,posters_multi/11249/2OgADvByu4bzHjlK0iBy6l4TaU4.jpg,Publication:1.00|Book:1.00|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Comics:0.95|Knife:0.73|Weapon:0.73|Face:0.72,Publication,1.0,0.7348,0.0,0.988,0.0,0.0,0.0,5,48.42,86.34,89.15,#2f4f4f:35.9|#000000:35.2|#ffebcd:13.0|#808080:9.7|#c0c0c0:3.5,0.414,
11249,Seed of Chucky,2004,variant,bIUXr9UXu9s06l7GWxdV0DDSwRp,posters_multi/11249/bIUXr9UXu9s06l7GWxdV0DDSwRp.jpg,Adult:1.00|Female:1.00|Person:1.00|Woman:1.00|Book:0.99|Publication:0.99|Advertisement:0.98|Accessories:0.94|Poster:0.84|Grenade:0.81,Adult,0.9965,0.0,0.0,0.9965,0.0,0.0,0.0,5,25.54,84.15,93.82,#000000:53.9|#a0522d:10.9|#bc8f8f:10.7|#800000:8.2|#ffffff:7.4,0.699,
11249,Seed of Chucky,2004,variant,lStGLnNJmI5vMyDnP3f2xsNCVH3,posters_multi/11249/lStGLnNJmI5vMyDnP3f2xsNCVH3.jpg,Book:1.00|Publication:1.00|Comics:0.99|Adult:0.99|Female:0.99|Person:0.99|Woman:0.99|Male:0.99|Man:0.99|Baby:0.98,Book,1.0,0.0,0.0,0.9886,0.0,0.0,0.0,11,92.56,81.73,91.51,#ffffff:47.1|#ff6347:20.8|#c0c0c0:9.8|#800000:9.6|#a52a2a:3.9,0.659,
